HOT PICKS,Code Number,Hardcover/Paperback,Name of book,Author,Genre,Goodreads Link,Publisher,Year
,,,(Nancy Drew: Girl Detective #30),,,,,
,B1270C3,Paperback,Perfect Cover ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/2473159.Perfect_Cover?ac=1&from_search=true,Aladdin,July 29th 2008
,,,(Nancy Drew: Girl Detective #31),,,,,
,B1271C3,Paperback,The Perfect Escape ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/3002346-the-perfect-escape?ac=1&from_search=true,Aladdin,October 7th 2008
,,,(Nancy Drew: Girl Detective #32),,,,,
,B1272C3,Paperback,Secret Identity ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/3002347-secret-identity?ac=1&from_search=true,Aladdin,December 16th 2008
,,,(Nancy Drew: Girl Detective #33),,,,,
,B1273C3,Paperback,Identity Theft ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/3419711-identity-theft?ac=1&from_search=true,Aladdin,January 27th 2009
,,,(Nancy Drew: Girl Detective #34),,,,,
,B1274C3,Paperback,"Identity Revealed (Identity Mystery Trilogy, #3) ",Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/4048625-identity-revealed-identity-mystery-trilogy-3?ac=1&from_search=true,Aladdin,March 24th 2009
,,,(Nancy Drew: Girl Detective #35),,,,,
,B1275C3,Paperback,Model Crime ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/6015398-model-crime?ac=1&from_search=true,Aladdin,June 2nd 2009
,,,(Nancy Drew: Girl Detective #36),,,,,
,B1276C3,Paperback,Model Menace ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/6015400-model-menace?ac=1&from_search=true,Aladdin,August 4th 2009
,,,(Nancy Drew: Girl Detective #37),,,,,
,B1277C3,Paperback,Model Suspect ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/6367638-model-suspect?ac=1&from_search=true,Aladdin,October 6th 2009
,,,(Nancy Drew: Girl Detective #38),,,,,
,B1278C3,Paperback,Green-Eyed Monster ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/6643139-green-eyed-monster?ac=1&from_search=true,Aladdin,December 1st 2009
,,,(Nancy Drew: Girl Detective #39),,,,,
,B1279C3,Paperback,Green with Envy ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/6643137-green-with-envy?ac=1&from_search=true,Aladdin,February 9th 2010
,,,(Nancy Drew: Girl Detective #40),,,,,
,B1280C3,Paperback,Secret Sabotage ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/7443272-secret-sabotage?ac=1&from_search=true,Aladdin,June 8th 2010
,,,(Nancy Drew: Girl Detective #42),,,,,
,B1281C3,Paperback,Sabotage Surrender ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/9171909-sabotage-surrender?ac=1&from_search=true,Aladdin,February 8th 2011
,,,(Nancy Drew: Girl Detective #44),,,,,
,B1282C3,Paperback,Serial Sabotage ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/7851348-serial-sabotage?ac=1&from_search=true,Aladdin,October 12th 2010
,,,(Nancy Drew: Girl Detective #43),,,,,
,B1283C3,Paperback,California Schemin' ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/9666843-california-schemin?ac=1&from_search=true,Aladdin,June 14th 2011
,,,(Nancy Drew: Girl Detective #45),,,,,
,B1284C3,Paperback,Mystery at Malachite Mansion ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/11398771-mystery-at-malachite-mansion?ac=1&from_search=true,Aladdin,October 18th 2011
,,,(Nancy Drew: Girl Detective #46),,,,,
,B1285C3,Paperback,"Stalk, Don't Run ",Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/11840636-stalk-don-t-run?ac=1&from_search=true,Aladdin,February 21st 2012
,,,(Nancy Drew: Girl Detective #47),,,,,
,B1286C3,Paperback,The Case of the Vanishing Veil ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/58747.The_Case_of_the_Vanishing_Veil?ac=1&from_search=true,Aladdin,June 1st 2001
,,,(Nancy Drew #83),,,,,
,B1287C3,Paperback,The Secret of Shady Glen ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/1259375.The_Secret_of_Shady_Glen?ac=1&from_search=true,Aladdin,June 1st 2001
,,,(Nancy Drew #85),,,,,
,B1288C3,Paperback,Crime in the Queen's Court ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/1188123.Crime_in_the_Queen_s_Court?ac=1&from_search=true,Aladdin,April 1st 1993
,,,(Nancy Drew #112),,,,,
,B1289C3,Paperback,The Case of the Twin Teddy Bears ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/58758.The_Case_of_the_Twin_Teddy_Bears?ac=1&from_search=true,Aladdin,December 1st 1993
,,,(Nancy Drew #116),,,,,
,B1290C3,Paperback,The Teen Model Mystery,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/58766.The_Teen_Model_Mystery?ac=1&from_search=true,Aladdin,June 1st 1995
,,,(Nancy Drew #125),,,,,
,B1291C3,Paperback,The Treasure in the Royal Tower,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/48771.The_Treasure_in_the_Royal_Tower?ac=1&from_search=true,Aladdin,December 1st 1995
,,,(Nancy Drew #128),,,,,
,B1292C3,Paperback,The Baby-Sitter Burglaries ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/48792.The_Baby_Sitter_Burglaries?ac=1&from_search=true,Aladdin,February 1st 1996
,,,(Nancy Drew #129),,,,,
,B1293C3,Paperback,The Secret of Candlelight Inn ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/438250.The_Secret_of_Candlelight_Inn?ac=1&from_search=true,Aladdin,October 1st 1997
,,,(Nancy Drew #139),,,,,
,B1294C3,Paperback,Mystery on Maui ,"Carolyn Keene (Pen Name), Elizabeth Nugent",Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/19490333-mystery-on-maui,Aladdin,January 29th 2013
,,,(Nancy Drew #143),,,,,
,B1295C3,Paperback,The Missing Horse Mystery ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/557143.The_Missing_Horse_Mystery?ac=1&from_search=true,Aladdin,October 1st 1998
,,,(Nancy Drew #145),,,,,
,B1296C3,Paperback,The Chocolate-Covered Contest ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/35846.The_Chocolate_Covered_Contest?ac=1&from_search=true,Aladdin,September 1st 1999
,,,(Nancy Drew #151),,,,,
,B1297C3,Paperback,Mystery by Moonlight ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/237116.Mystery_by_Moonlight?ac=1&from_search=true,Aladdin,July 1st 2002
,,,(Nancy Drew #167),,,,,
,B1298C3,Paperback,Where's Nancy? ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/1259288.Where_s_Nancy_?ac=1&from_search=true,Aladdin,June 1st 2005
,,,(Nancy Drew: Girl Detective Super Mystery #1),,,,,
,B1299C3,Paperback,Once Upon a Crime ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/1259272.Once_Upon_a_Crime?ac=1&from_search=true,Aladdin,June 1st 2006
,,,(Nancy Drew: Girl Detective Super Mystery #2),,,,,
,B1300C3,Paperback,Real Fake ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/438257.Real_Fake?ac=1&from_search=true,Aladdin,July 10th 2007
,,,(Nancy Drew: Girl Detective Super Mystery #3),,,,,
,B1301C3,Paperback,Danger on the Great Lakes ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/1259249.Danger_on_the_Great_Lakes?ac=1&from_search=true,Aladdin,July 1st 2003
,,,(Nancy Drew #173),,,,,
,,,(Nancy Drew Diaries #1),,,,,
,,,(Nancy Drew Diaries #2),,,,,
,B1233C2,Paperback,Mystery of the Midnight Rider ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/16102231-mystery-of-the-midnight-rider?ac=1&from_search=true,Aladdin,May 7th 2013
,,,(Nancy Drew Diaries #3),,,,,
,B1234C2,Paperback,Once Upon a Thriller ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/15802768-once-upon-a-thriller?ac=1&from_search=true,Aladdin,September 24th 2013
,,,(Nancy Drew Diaries #4),,,,,
,B1235C2,Paperback,Sabotage at Willow Woods ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/18048933-sabotage-at-willow-woods?ac=1&from_search=true,Aladdin,January 7th 2014
,,,(Nancy Drew Diaries #5),,,,,
,B1236C2,Paperback,Secret at Mystic Lake ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/18812589-secret-at-mystic-lake?ac=1&from_search=true,Aladdin,May 6th 2014
,,,(Nancy Drew Diaries #6),,,,,
,,,(Nancy Drew Diaries #7),,,,,
,B1238C2,Paperback,The Clue at Black Creek Farm ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/23309771-the-clue-at-black-creek-farm?ac=1&from_search=true,Aladdin,May 12th 2015
,,,(Nancy Drew Diaries #9),,,,,
,B1239C2,Paperback,The Red Slippers ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/25785715-the-red-slippers?ac=1&from_search=true,Aladdin,December 15th 2015
,,,(Nancy Drew Diaries #11),,,,,
,B1240C2,Paperback,Riverboat Roulette ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/30227909-riverboat-roulette?ac=1&from_search=true,Aladdin,January 3rd 2017
,,,(Nancy Drew Diaries #14),,,,,
,Z767C3,Hardcover,My Mum Tracy Beaker,"Jacqueline Wilson, Nick Sharratt (Illustrations)",childrens/ fiction,https://www.goodreads.com/book/show/37830737-my-mum-tracy-beaker,Doubleday Childrens ,October 4th 2018 
,B1302C3,Paperback,Ghost Stories (Nancy Drew: Girl Detective),Carolyn Keene,Mystery/ Fiction/ Childrens/YA,https://www.goodreads.com/book/show/2559355.Ghost_Stories?ac=1&from_search=true,Aladdin,August 5th 2008
,B1303FN,Hardcover,Shalimar the Clown,Salman Rushdie,fiction/ magical realism/ culture/ historical fiction,https://www.goodreads.com/book/show/1046724.Shalimar_the_Clown,Jonathan Cape ,2005
,B1304LF,Paperback,Shame,Salman Rushdie,fiction/ cultural/ magic realism,https://www.goodreads.com/book/show/4831.Shame?ac=1&from_search=true,Vintage,May 18th 1995
,B1305PO,Paperback,The Norton Anthology of Poetry: Shorter Edition,Alexander W. Allison (editor),poetry/ collection/ literature ,https://www.goodreads.com/book/show/10975260-the-norton-anthology-of-poetry?ac=1&from_search=true,W W Norton & Company,1975
,B1306LF,Paperback,City,"Alessandro Baricco, Ann Goldstein",fiction/ european lit,https://www.goodreads.com/book/show/1413024.City,Penguin Books Ltd ,August 1st 2002
,B1307NF,Paperback,Aspects of the Novel,E.M. Forster,writing/ non fiction/ criticism,https://www.goodreads.com/book/show/263341.Aspects_of_the_Novel?ac=1&from_search=true,,
,B1308AB,Paperback,Baudelaire,Claude Pichois,biography/ poetry,https://www.goodreads.com/book/show/1402006.Baudelaire,,
,B1309CL,Paperback,Of Human Bondage,W. Somerset Maugham,classics/ fiction/ novel,https://www.goodreads.com/book/show/31548.Of_Human_Bondage,,
,B1310CL,Paperback,Père Goriot ,Honoré de Balzac,classsics/ fiction/ france,https://www.goodreads.com/book/show/59145.P_re_Goriot?ac=1&from_search=true,W. W. Norton & Company ,December 17th 1997
,,,(La Comédie Humaine #23),,,,,
,B1311CM,Paperback,"Of Women, Outcastes, Peasants, and Rebels: A Selection of Bengali Short Stories",Kalpana Bardhan (Editor),compillation/ Bengali,https://www.goodreads.com/book/show/196094.Of_Women_Outcastes_Peasants_and_Rebels?ac=1&from_search=true,University of California Press ,March 13th 1990
,B1312CL,Paperback,Complete Fairy Tales of Oscar Wilde,"Oscar Wilde, Jack D. Zipes (Afterword), Gyles Brandreth (Introduction)",classic/ fantasy/ short stories/ fiction,https://www.goodreads.com/book/show/5313289-complete-fairy-tales-of-oscar-wilde,Signet,October 7th 2008
,B1313FY,Paperback,City of the Beasts ,Isabel Allende ,fantasy/ ya/ fiction/ adventure,https://www.goodreads.com/book/show/149169.City_of_the_Beasts,Harper Perennial,June 2nd 2003
,,,(Memories of the Eagle and the Jaguar #1),,,,,
,B1314CL,Paperback,Far From the Madding Crowd,Thomas Hardy,classic/fiction/ romance,https://www.goodreads.com/book/show/929547.Far_From_the_Madding_Crowd,Wordsworth Editions,August 5th 1993
,,Hardcover,Children Dreaming: Pictures in My Pillow,Brenda Mallon,nonfiction/ dreams,https://www.brendamallon.com/books/dream-time-with-children/,Penguin Books Ltd,1989
,B1315CL,Paperback,Frenchman's Creek,Daphne du Maurier,classics/ romance/ historical fiction,https://www.goodreads.com/book/show/1466570.Frenchman_s_Creek,Arrow,January 2nd 1992
,PIRATED COPY,Paperback,How to Be Good,Nick Hornby,fiction/ humor/ contemporaray,https://www.goodreads.com/book/show/4272.How_to_Be_Good,"Penguin Books, Limited (UK)",April 4th 2002
,B1316FN,Paperback,Life of Pi,Yann Martel,fiction/ fantasy/ classics/ adventure/ contemporaray,https://www.goodreads.com/book/show/1226.Life_of_Pi,Mariner Books / Harvest Books,May 3rd 2004
,B1317NF,Paperback,"Nepal for the Indian Traveller: An informative guide to top cities, wildlife safaris, treks, adventure sports, dining, hotels & nightlife ",Sujoy Das,non fiction/ travel/ guide,https://www.amazon.in/Nepal-Indian-Traveller-informative-adventure/dp/174321670X,lonely planet,
,B1318CL,Paperback,Princess And Other Stories,D.H. Lawrence,fiction/ short stories/ collection,https://www.goodreads.com/book/show/1050561.The_Princess_and_Other_Stories,Penguin UK,January 5th 1971
,B1319AB,Paperback,Broken Music,Sting,biograpghy/ music/ nonfiction,https://www.goodreads.com/book/show/277412.Broken_Music?ac=1&from_search=true,Dial Press Trade Paperback,January 25th 2005
,B1320FN,Paperback,Veronika Decides to Die ,Paulo Coelho,fiction/ contemporary/ philosophy,https://www.goodreads.com/book/show/816722.Veronika_Decides_to_Die,Harper Collins Publishers,September 1st 2000
,,,(On the Seventh Day #2),,,,,
,B1321HF,Paperback,The Enchantress of Florence,Salman Rushdie,fiction/ historical fiction/ fantasy/ magical realism,https://www.goodreads.com/book/show/6088632-the-enchantress-of-florence,Vintage,January 8th 2009 
,B1322SP,Paperback,Quantum Healing: Exploring the Frontiers of Mind Body Medicine,Deepak Chopra,health/ nonfiction/ spirituality/ self help,https://www.goodreads.com/book/show/138897.Quantum_Healing,Bantam,May 1st 1990
,B1323LF,Paperback,Farewell Waltz,"Milan Kundera, Aaron Asher (Translator)",fiction/ european lit,https://www.goodreads.com/book/show/50605.Farewell_Waltz,Faber and Faber ,August 1st 1998
,B1324ST,Paperback,Selected Short Stories,Anton Chekhov O. Henry Saki Maupassant,short stories/ collection,,Srishti Publishers & Distributors,
,B1325NF,Paperback,Dreaming and Scheming: Reflections on Writing and Politics,Hanif Kureishi,writing/ non fiction,https://www.goodreads.com/book/show/535263.Dreaming_and_Scheming,Faber & Faber,January 1st 2002
,B1229FN,Hardcover,The Golden Legend,Nadeem Aslam,fiction/ pakistan/ contemporaray,https://www.goodreads.com/book/show/33836618-the-golden-legend,Penguin Books India ,January 11th 2017
,B1230MO,Paperback,Baburnama,"Zahiru'din Muhammad Babur Padshah Ghazi, Annette Susannah Beveridge (Translator)",memoir/ translation/ history,https://www.goodreads.com/book/show/34326937-baburnama,Rupa Publications India,February 1st 2017
,B054FY,Hardcover,Flame in the Mist (Flame in the Mist #2),Renee Ahdieh,Fantasy/Young Adult,https://www.goodreads.com/book/show/23308087-flame-in-the-mist?from_search=true,,
,B1346FY,Paperback,Smoke in the Sun (Flame in the Mist #2),Renee Ahdieh ,fantasy/young adult/romance,https://www.goodreads.com/book/show/40381864-smoke-in-the-sun,Published June 5th 2018 by Hodder & Stoughton Ltd,
,B1347YA,Paperback,The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton,young adult/fantasy/magical realism/fiction/romance,https://www.goodreads.com/book/show/25010609-the-strange-and-beautiful-sorrows-of-ava-lavender,Published September 22nd 2015 by Candlewick Press ,
,T416C3,Paperback,The Land of Stories: Worlds Collide (The Land of Stories #6),Chris Colfer,fantasy/childrens/Fiction/Young Adult,https://www.goodreads.com/book/show/36341602-the-land-of-stories,"Published June 12th 2018 by Little, Brown Books for Young Readers ",
,T417C3,Paperback,The Wishing Spell (The Land of Stories #1),"Chris Colfer, Brandon Dorman (Illustrator)",fantasy/childrens/Fiction/Young Adult,https://www.goodreads.com/book/show/16131058-the-wishing-spell,"Published July 2nd 2013 by Little, Brown Books for Young Readers ",
,T418C3,Paperback,The Enchantress Returns (The Land of Stories #2),Chris Colfer,fantasy/childrens/Fiction/Young Adult,https://www.goodreads.com/book/show/20827766-the-enchantress-returns,"Published June 3rd 2014 by Little, Brown Books for Young Readers ",
,T419C3,Paperback,A Grimm Warning (The Land of Stories #3),"Chris Colfer, Brandon Dorman (Illustrator)",,https://www.goodreads.com/book/show/23341627-a-grimm-warning,"Published June 9th 2015 by Little, Brown Books for Young Readers ",
,T421C3,Paperback,An Author's Odyssey (The Land of Stories #5),Chris Colfer,fantasy/childrens/Fiction/Young Adult,https://www.goodreads.com/book/show/32491182-an-author-s-odyssey,"Published June 13th 2017 by Little, Brown Books for Young Readers ",
,T422C3,Paperback,Beyond the Kingdoms (The Land of Stories #4),Chris Colfer,fantasy/childrens/Fiction/Young Adult,https://www.goodreads.com/book/show/27161858-beyond-the-kingdoms,"Published June 7th 2016 by Little, Brown Books for Young Readers",
,T423C3,Paperback,A World Without Princes (The School for Good and Evil #2),Soman Chainani,fantasy/childrens/Fiction/Young Adult,https://www.goodreads.com/book/show/22693149-a-world-without-princes,Published April 14th 2015 by HarperCollins,
,T424C3,Paperback,The School for Good and Evil (The School for Good and Evil #1),Soman Chainani,fantasy/childrens/Fiction/Young Adult,https://www.goodreads.com/book/show/18089991-the-school-for-good-and-evil,Published April 15th 2014 by HarperCollins,
,B1348LT,Paperback,Tara Road,Maeve Binchy,Fiction/Chick Lit/Romance/Ireland,https://www.goodreads.com/book/show/5196.Tara_Road,Published July 18th 2000 by Dell ,
,B1349LT,Paperback,A Week in Winter,Maeve Binchy,Fiction/Chick Lit/Romance/Ireland,https://www.goodreads.com/book/show/15786846-a-week-in-winter,Published November 8th 2012 by Orion,
